,SPY_Close,SPY_per_change,SPY_cumulative,SPXL_Close,SPXL_per_change,SPXL_cumulative,ideal_per_change,ideal_cumulative,shares_under,shares_trip,portfolio_SPY_long,portfolio_SPXL_short,portfolio_total,beta_exposure
2023-07-18,454.19,0.01,1.85,96.16,0.02,2.7,0.02,2.95,15.59,-24.65,7079.48,-2370.52,4708.96,-32.09
2023-07-19,455.2,0.0,1.85,96.7,0.01,2.71,0.01,2.97,15.59,-24.65,7095.22,-2383.83,4711.39,-56.28
2023-07-20,452.18,-0.01,1.84,94.84,-0.02,2.66,-0.02,2.91,15.59,-24.65,7048.15,-2337.98,4710.17,34.2
2023-07-21,452.18,0.0,1.84,94.77,-0.0,2.66,0.0,2.91,15.59,-24.65,7048.15,-2336.26,4711.89,39.38
2023-07-24,454.2,0.0,1.85,95.96,0.01,2.69,0.01,2.95,15.59,-24.65,7079.64,-2365.59,4714.04,-17.14
2023-07-25,455.44,0.0,1.85,96.77,0.01,2.71,0.01,2.97,15.59,-24.65,7098.96,-2385.56,4713.4,-57.72
2023-07-26,455.51,0.0,1.85,96.83,0.0,2.71,0.0,2.97,15.59,-24.65,7100.06,-2387.04,4713.02,-61.06
2023-07-27,452.49,-0.01,1.84,94.81,-0.02,2.66,-0.02,2.92,15.59,-24.65,7052.98,-2337.24,4715.74,41.25
2023-07-28,456.92,0.01,1.86,97.48,0.03,2.73,0.03,3.0,15.59,-24.65,7122.03,-2403.06,4718.97,-87.16
2023-07-31,457.79,0.0,1.86,98.09,0.01,2.75,0.01,3.02,15.59,-24.65,7135.59,-2418.1,4717.49,-118.71
2023-08-01,456.48,-0.0,1.86,97.12,-0.01,2.72,-0.01,2.99,15.59,-24.65,7115.17,-2394.19,4720.99,-67.39
2023-08-02,450.13,-0.01,1.83,93.11,-0.04,2.61,-0.04,2.87,15.59,-24.65,7016.2,-2295.33,4720.86,130.19
2023-08-03,448.84,-0.0,1.83,92.24,-0.01,2.59,-0.01,2.84,15.27,-24.97,6854.63,-2302.96,4551.67,-54.25
2023-08-04,446.81,-0.0,1.82,90.9,-0.01,2.55,-0.01,2.8,15.27,-24.97,6823.63,-2269.5,4554.12,15.12
2023-08-07,450.71,0.01,1.83,93.23,0.03,2.61,0.03,2.88,15.27,-24.97,6883.19,-2327.68,4555.51,-99.84
2023-08-08,448.75,-0.0,1.83,92.04,-0.01,2.58,-0.01,2.84,15.27,-24.97,6853.25,-2297.97,4555.29,-40.64
2023-08-09,445.75,-0.01,1.81,90.19,-0.02,2.53,-0.02,2.78,15.27,-24.97,6807.44,-2251.78,4555.66,52.11
2023-08-10,445.91,0.0,1.82,90.17,-0.0,2.53,0.0,2.79,15.27,-24.97,6809.88,-2251.28,4558.61,56.05
2023-08-11,445.65,-0.0,1.81,89.94,-0.0,2.52,-0.0,2.78,15.27,-24.97,6805.91,-2245.53,4560.38,69.31
2023-08-14,448.11,0.01,1.82,91.35,0.02,2.56,0.02,2.83,15.27,-24.97,6843.48,-2280.74,4562.74,1.27
2023-08-15,442.89,-0.01,1.8,88.23,-0.03,2.47,-0.03,2.73,14.98,-25.26,6633.89,-2228.71,4405.17,-52.26
2023-08-16,439.64,-0.01,1.79,86.25,-0.02,2.42,-0.02,2.67,14.98,-25.26,6585.21,-2178.7,4406.51,49.11
2023-08-17,436.29,-0.01,1.78,84.14,-0.02,2.36,-0.02,2.61,14.66,-25.57,6397.77,-2151.87,4245.89,-57.85
2023-08-18,436.5,0.0,1.78,84.15,0.0,2.36,0.0,2.61,14.66,-25.57,6400.84,-2152.13,4248.72,-55.54
2023-08-21,439.34,0.01,1.79,85.84,0.02,2.41,0.02,2.66,14.66,-25.57,6442.49,-2195.35,4247.14,-143.55
2023-08-22,438.15,-0.0,1.78,85.06,-0.01,2.38,-0.01,2.64,14.66,-25.57,6425.04,-2175.4,4249.64,-101.16
2023-08-23,443.03,0.01,1.8,87.87,0.03,2.46,0.03,2.73,14.94,-25.3,6619.2,-2222.95,4396.25,-49.65
2023-08-24,436.89,-0.01,1.78,84.22,-0.04,2.36,-0.04,2.62,14.94,-25.3,6527.46,-2130.61,4396.85,135.63
2023-08-25,439.97,0.01,1.79,85.93,0.02,2.41,0.02,2.67,14.94,-25.3,6573.48,-2173.87,4399.61,51.87
2023-08-28,442.76,0.01,1.8,87.46,0.02,2.45,0.02,2.72,14.94,-25.3,6615.16,-2212.58,4402.59,-22.57
2023-08-29,449.16,0.01,1.83,91.27,0.04,2.56,0.04,2.84,15.18,-25.06,6818.84,-2287.01,4531.83,-42.18
2023-08-30,451.01,0.0,1.84,92.47,0.01,2.59,0.01,2.87,15.18,-25.06,6846.92,-2317.08,4529.85,-104.31
2023-08-31,450.35,-0.0,1.83,91.91,-0.01,2.58,-0.0,2.86,15.18,-25.06,6836.9,-2303.04,4533.86,-72.23
2023-09-01,451.19,0.0,1.84,92.37,0.01,2.59,0.01,2.88,15.18,-25.06,6849.66,-2314.57,4535.08,-94.06
2023-09-05,449.24,-0.0,1.83,91.14,-0.01,2.55,-0.01,2.84,15.18,-25.06,6820.05,-2283.75,4536.3,-31.2
2023-09-06,446.22,-0.01,1.82,89.29,-0.02,2.5,-0.02,2.78,15.18,-25.06,6774.2,-2237.39,4536.81,62.03
2023-09-07,444.85,-0.0,1.81,88.33,-0.01,2.48,-0.01,2.76,15.18,-25.06,6753.41,-2213.34,4540.07,113.39
2023-09-08,445.52,0.0,1.81,88.72,0.0,2.49,0.0,2.77,15.18,-25.06,6763.58,-2223.11,4540.47,94.25
2023-09-11,448.45,0.01,1.83,90.44,0.02,2.53,0.02,2.82,15.18,-25.06,6808.06,-2266.21,4541.85,9.43
2023-09-12,445.99,-0.01,1.82,88.91,-0.02,2.49,-0.02,2.78,15.18,-25.06,6770.71,-2227.87,4542.84,87.1
2023-09-13,446.51,0.0,1.82,89.25,0.0,2.5,0.0,2.79,15.18,-25.06,6778.61,-2236.39,4542.22,69.44
2023-09-14,450.36,0.01,1.83,91.43,0.02,2.56,0.03,2.86,15.18,-25.06,6837.05,-2291.02,4546.04,-35.99
2023-09-15,443.37,-0.02,1.8,88.07,-0.04,2.47,-0.05,2.73,15.18,-25.06,6730.94,-2206.82,4524.11,110.47
2023-09-18,443.63,0.0,1.81,88.24,0.0,2.47,0.0,2.73,15.18,-25.06,6734.88,-2211.08,4523.8,101.64
2023-09-19,442.71,-0.0,1.8,87.49,-0.01,2.45,-0.01,2.71,15.18,-25.06,6720.92,-2192.29,4528.63,144.05
2023-09-20,438.64,-0.01,1.79,84.96,-0.03,2.38,-0.03,2.64,14.65,-25.59,6424.69,-2174.3,4250.39,-98.21
2023-09-21,431.39,-0.02,1.76,80.74,-0.05,2.26,-0.05,2.51,14.65,-25.59,6318.5,-2066.3,4252.2,119.59
2023-09-22,430.42,-0.0,1.75,80.08,-0.01,2.24,-0.01,2.49,14.32,-25.92,6164.5,-2075.42,4089.07,-61.77
2023-09-25,432.23,0.0,1.76,81.08,0.01,2.27,0.01,2.52,14.32,-25.92,6190.42,-2101.34,4089.08,-113.6
2023-09-26,425.88,-0.01,1.73,77.47,-0.04,2.17,-0.04,2.41,14.32,-25.92,6099.47,-2007.78,4091.7,76.14
2023-09-27,426.05,0.0,1.73,77.51,0.0,2.17,0.0,2.41,14.32,-25.92,6101.91,-2008.82,4093.09,75.46
2023-09-28,428.52,0.01,1.74,78.87,0.02,2.21,0.02,2.46,14.32,-25.92,6137.28,-2044.06,4093.22,5.1
2023-09-29,427.48,-0.0,1.74,78.2,-0.01,2.19,-0.01,2.44,14.32,-25.92,6122.39,-2026.7,4095.69,42.3
2023-10-02,427.31,-0.0,1.74,78.11,-0.0,2.19,-0.0,2.44,14.32,-25.92,6119.95,-2024.37,4095.59,46.86
2023-10-03,421.59,-0.01,1.72,74.93,-0.04,2.1,-0.04,2.34,13.85,-26.39,5839.06,-1977.31,3861.75,-92.88
2023-10-04,424.66,0.01,1.73,76.62,0.02,2.15,0.02,2.39,14.07,-26.17,5973.66,-2005.3,3968.36,-42.24
2023-10-05,424.5,-0.0,1.73,76.41,-0.0,2.14,-0.0,2.39,14.07,-26.17,5971.41,-1999.8,3971.6,-28.0
2023-10-06,429.54,0.01,1.75,79.02,0.03,2.21,0.04,2.47,14.26,-25.98,6123.32,-2053.21,4070.11,-36.3
2023-10-09,432.29,0.01,1.76,80.52,0.02,2.26,0.02,2.52,14.26,-25.98,6162.52,-2092.18,4070.34,-114.03
2023-10-10,434.54,0.01,1.77,81.79,0.02,2.29,0.02,2.56,14.46,-25.78,6285.07,-2108.15,4176.92,-39.39
2023-10-11,436.32,0.0,1.78,82.8,0.01,2.32,0.01,2.59,14.46,-25.78,6310.81,-2134.18,4176.63,-91.74
2023-10-12,433.66,-0.01,1.77,81.24,-0.02,2.28,-0.02,2.54,14.46,-25.78,6272.34,-2093.98,4178.37,-9.59
2023-10-13,431.5,-0.0,1.76,79.92,-0.02,2.24,-0.01,2.5,14.46,-25.78,6241.1,-2059.95,4181.15,61.24
2023-10-16,436.04,0.01,1.77,82.43,0.03,2.31,0.03,2.58,14.46,-25.78,6306.76,-2124.65,4182.12,-67.18
2023-10-17,436.02,-0.0,1.77,82.37,-0.0,2.31,-0.0,2.58,14.46,-25.78,6306.47,-2123.1,4183.37,-62.83
2023-10-18,430.21,-0.01,1.75,79.07,-0.04,2.22,-0.04,2.48,14.46,-25.78,6222.44,-2038.04,4184.4,108.31
2023-10-19,426.43,-0.01,1.74,76.91,-0.03,2.16,-0.03,2.41,13.99,-26.25,5963.86,-2019.15,3944.71,-93.58
2023-10-20,421.19,-0.01,1.71,74.02,-0.04,2.07,-0.04,2.33,13.99,-26.25,5890.57,-1943.27,3947.3,60.75
2023-10-23,420.46,-0.0,1.71,73.58,-0.01,2.06,-0.01,2.31,13.99,-26.25,5880.36,-1931.72,3948.64,85.2
2023-10-24,423.63,0.01,1.72,75.25,0.02,2.11,0.02,2.37,13.99,-26.25,5924.7,-1975.57,3949.13,-2.0
2023-10-25,417.55,-0.01,1.7,71.97,-0.04,2.02,-0.04,2.26,13.59,-26.65,5674.02,-1918.0,3756.02,-79.99
2023-10-26,412.55,-0.01,1.68,69.37,-0.04,1.94,-0.04,2.18,13.59,-26.65,5606.08,-1848.71,3757.36,59.94
2023-10-27,410.68,-0.0,1.67,68.33,-0.01,1.92,-0.01,2.15,13.59,-26.65,5580.67,-1821.0,3759.67,117.67
2023-10-30,415.59,0.01,1.69,70.78,0.04,1.98,0.04,2.23,13.59,-26.65,5647.39,-1886.29,3761.1,-11.48
2023-10-31,418.2,0.01,1.7,72.04,0.02,2.02,0.02,2.27,13.59,-26.65,5682.86,-1919.87,3762.99,-76.75
2023-11-01,422.66,0.01,1.72,74.34,0.03,2.08,0.03,2.34,13.83,-26.41,5843.48,-1963.57,3879.91,-47.24
2023-11-02,430.76,0.02,1.75,78.57,0.06,2.2,0.06,2.48,14.14,-26.1,6090.69,-2050.64,4040.05,-61.23
2023-11-03,434.69,0.01,1.77,80.67,0.03,2.26,0.03,2.55,14.34,-25.9,6231.3,-2089.66,4141.63,-37.7
2023-11-06,435.69,0.0,1.77,81.2,0.01,2.28,0.01,2.57,14.34,-25.9,6245.63,-2103.39,4142.24,-64.55
2023-11-07,436.93,0.0,1.78,81.87,0.01,2.29,0.01,2.59,14.34,-25.9,6263.41,-2120.75,4142.66,-98.84
2023-11-08,437.25,0.0,1.78,82.0,0.0,2.3,0.0,2.59,14.34,-25.9,6268.0,-2124.12,4143.88,-104.36
2023-11-09,433.84,-0.01,1.77,80.02,-0.02,2.24,-0.02,2.53,14.34,-25.9,6219.11,-2072.83,4146.29,0.63
2023-11-10,440.61,0.02,1.79,83.71,0.05,2.35,0.05,2.65,14.55,-25.69,6410.7,-2150.45,4260.25,-40.66
2023-11-13,440.19,-0.0,1.79,83.41,-0.0,2.34,-0.0,2.64,14.55,-25.69,6404.59,-2142.74,4261.84,-23.65
2023-11-14,448.73,0.02,1.83,88.29,0.06,2.47,0.06,2.8,14.86,-25.38,6666.58,-2241.01,4425.58,-56.44
2023-11-15,449.68,0.0,1.83,88.84,0.01,2.49,0.01,2.81,14.86,-25.38,6680.7,-2254.97,4425.73,-84.2
2023-11-16,450.23,0.0,1.83,89.05,0.0,2.5,0.0,2.82,14.86,-25.38,6688.87,-2260.3,4428.57,-92.02
2023-11-17,450.79,0.0,1.84,89.53,0.01,2.51,0.0,2.84,14.86,-25.38,6697.19,-2272.48,4424.71,-120.26
2023-11-20,454.26,0.01,1.85,91.4,0.02,2.56,0.02,2.9,15.09,-25.15,6854.29,-2298.71,4555.58,-41.84
2023-11-21,453.27,-0.0,1.85,90.74,-0.01,2.54,-0.01,2.88,15.09,-25.15,6839.35,-2282.11,4557.24,-6.98
2023-11-22,455.02,0.0,1.85,91.76,0.01,2.57,0.01,2.92,15.09,-25.15,6865.76,-2307.76,4557.99,-57.53
2023-11-24,455.3,0.0,1.85,91.85,0.0,2.57,0.0,2.92,15.09,-25.15,6869.98,-2310.03,4559.96,-60.1
2023-11-27,454.48,-0.0,1.85,91.33,-0.01,2.56,-0.01,2.91,15.09,-25.15,6857.61,-2296.95,4560.66,-33.24
2023-11-28,454.93,0.0,1.85,91.58,0.0,2.57,0.0,2.91,15.09,-25.15,6864.4,-2303.24,4561.16,-45.31
2023-11-29,454.61,-0.0,1.85,91.42,-0.0,2.56,-0.0,2.91,15.09,-25.15,6859.57,-2299.21,4560.36,-38.07
2023-11-30,456.4,0.0,1.86,92.39,0.01,2.59,0.01,2.94,15.09,-25.15,6886.58,-2323.61,4562.97,-84.24
2023-12-01,459.1,0.01,1.87,93.92,0.02,2.63,0.02,2.99,15.26,-24.98,7006.79,-2345.83,4660.96,-30.7
2023-12-04,456.69,-0.01,1.86,92.5,-0.02,2.59,-0.02,2.95,15.26,-24.98,6970.01,-2310.36,4659.65,38.92
2023-12-05,456.6,-0.0,1.86,92.41,-0.0,2.59,-0.0,2.95,15.26,-24.98,6968.64,-2308.11,4660.52,44.29
2023-12-06,454.76,-0.0,1.85,91.2,-0.01,2.56,-0.01,2.91,15.26,-24.98,6940.55,-2277.89,4662.66,106.88
2023-12-07,458.23,0.01,1.87,93.22,0.02,2.61,0.02,2.98,15.26,-24.98,6993.51,-2328.35,4665.17,8.48
2023-12-08,460.2,0.0,1.87,94.34,0.01,2.64,0.01,3.01,15.26,-24.98,7023.58,-2356.32,4667.26,-45.38
2023-12-11,461.99,0.0,1.88,95.47,0.01,2.68,0.01,3.05,15.26,-24.98,7050.9,-2384.54,4666.35,-102.73
2023-12-12,464.1,0.0,1.89,96.74,0.01,2.71,0.01,3.09,15.44,-24.8,7165.95,-2399.0,4766.95,-31.04
2023-12-13,470.5,0.01,1.92,100.66,0.04,2.82,0.04,3.22,15.68,-24.56,7376.69,-2472.26,4904.43,-40.09
2023-12-14,472.01,0.0,1.92,101.55,0.01,2.85,0.01,3.25,15.68,-24.56,7400.37,-2494.12,4906.25,-81.99
2023-12-15,469.33,-0.01,1.91,101.12,-0.0,2.83,-0.02,3.2,15.68,-24.56,7358.35,-2483.56,4874.79,-92.33
2023-12-18,471.97,0.01,1.92,102.73,0.02,2.88,0.02,3.25,15.86,-24.38,7484.52,-2504.65,4979.87,-29.42
2023-12-19,474.84,0.01,1.93,104.53,0.02,2.93,0.02,3.31,15.86,-24.38,7530.03,-2548.53,4981.5,-115.56
2023-12-20,468.26,-0.01,1.91,100.04,-0.04,2.8,-0.04,3.17,15.86,-24.38,7425.69,-2439.06,4986.62,108.5
2023-12-21,472.7,0.01,1.92,102.51,0.02,2.87,0.03,3.26,15.86,-24.38,7496.1,-2499.28,4996.81,-1.75
2023-12-22,473.65,0.0,1.93,103.14,0.01,2.89,0.01,3.28,15.86,-24.38,7511.16,-2514.64,4996.52,-32.77
2023-12-26,475.65,0.0,1.94,104.36,0.01,2.92,0.01,3.32,15.86,-24.38,7542.88,-2544.39,4998.49,-90.28
2023-12-27,476.51,0.0,1.94,105.0,0.01,2.94,0.01,3.34,15.86,-24.38,7556.51,-2559.99,4996.52,-123.46
2023-12-28,476.69,0.0,1.94,105.0,0.0,2.94,0.0,3.34,15.86,-24.38,7559.37,-2559.99,4999.38,-120.6
2023-12-29,475.31,-0.0,1.93,103.99,-0.01,2.91,-0.01,3.31,15.86,-24.38,7537.48,-2535.37,5002.12,-68.61
2024-01-02,472.65,-0.01,1.92,102.12,-0.02,2.86,-0.02,3.26,15.86,-24.38,7495.3,-2489.77,5005.53,25.98
2024-01-03,468.79,-0.01,1.91,99.63,-0.02,2.79,-0.02,3.18,15.86,-24.38,7434.09,-2429.07,5005.03,146.89
2024-01-04,467.28,-0.0,1.9,98.63,-0.01,2.76,-0.01,3.15,15.53,-24.71,7255.31,-2437.37,4817.94,-56.79
2024-01-05,467.92,0.0,1.9,98.93,0.0,2.77,0.0,3.16,15.53,-24.71,7265.25,-2444.78,4820.47,-69.1
2024-01-08,474.6,0.01,1.93,103.1,0.04,2.89,0.04,3.3,15.82,-24.42,7506.23,-2518.01,4988.22,-47.81
2024-01-09,473.88,-0.0,1.93,102.56,-0.01,2.87,-0.0,3.28,15.82,-24.42,7494.84,-2504.82,4990.02,-19.63
2024-01-10,476.56,0.01,1.94,104.36,0.02,2.92,0.02,3.34,15.82,-24.42,7537.23,-2548.78,4988.44,-109.13
2024-01-11,476.35,-0.0,1.94,104.08,-0.0,2.92,-0.0,3.33,15.82,-24.42,7533.9,-2541.95,4991.96,-91.93
2024-01-12,476.68,0.0,1.94,104.25,0.0,2.92,0.0,3.34,15.82,-24.42,7539.12,-2546.1,4993.03,-99.17
2024-01-16,474.93,-0.0,1.93,103.06,-0.01,2.89,-0.01,3.3,15.82,-24.42,7511.45,-2517.03,4994.41,-39.66
2024-01-17,472.29,-0.01,1.92,101.32,-0.02,2.84,-0.02,3.25,15.82,-24.42,7469.69,-2474.54,4995.15,46.08
2024-01-18,476.49,0.01,1.94,103.9,0.03,2.91,0.03,3.33,15.82,-24.42,7536.12,-2537.55,4998.57,-76.53
2024-01-19,482.43,0.01,1.96,107.66,0.04,3.02,0.04,3.46,16.08,-24.16,7759.1,-2600.58,5158.52,-42.65
2024-01-22,483.45,0.0,1.97,108.35,0.01,3.04,0.01,3.48,16.08,-24.16,7775.51,-2617.25,5158.26,-76.25
2024-01-23,484.86,0.0,1.97,109.24,0.01,3.06,0.01,3.51,16.08,-24.16,7798.19,-2638.75,5159.44,-118.06
2024-01-24,485.39,0.0,1.98,109.55,0.0,3.07,0.0,3.52,16.08,-24.16,7806.71,-2646.24,5160.47,-132.0
2024-01-25,488.03,0.01,1.99,111.32,0.02,3.12,0.02,3.58,16.31,-23.93,7958.08,-2664.15,5293.92,-34.38
2024-01-26,487.41,-0.0,1.98,110.92,-0.0,3.11,-0.0,3.57,16.31,-23.93,7947.97,-2654.58,5293.39,-15.77
2024-01-29,491.27,0.01,2.0,113.38,0.02,3.18,0.02,3.65,16.31,-23.93,8010.91,-2713.45,5297.46,-129.45
2024-01-30,490.89,-0.0,2.0,113.14,-0.0,3.17,-0.0,3.64,16.31,-23.93,8004.71,-2707.71,5297.0,-118.41
2024-01-31,482.88,-0.02,1.97,107.56,-0.05,3.01,-0.05,3.47,16.07,-24.17,7760.67,-2599.43,5161.23,-37.63
2024-02-01,489.2,0.01,1.99,111.61,0.04,3.13,0.04,3.6,16.31,-23.93,7977.08,-2671.11,5305.98,-36.24
2024-02-02,494.35,0.01,2.01,115.11,0.03,3.23,0.03,3.72,16.51,-23.73,8162.84,-2731.17,5431.67,-30.68
2024-02-05,492.55,-0.0,2.01,113.82,-0.01,3.19,-0.01,3.67,16.51,-23.73,8133.12,-2700.57,5432.55,31.42
2024-02-06,493.98,0.0,2.01,114.74,0.01,3.22,0.01,3.71,16.51,-23.73,8156.73,-2722.39,5434.34,-10.45
2024-02-07,498.1,0.01,2.03,117.57,0.02,3.3,0.03,3.8,16.51,-23.73,8224.76,-2789.54,5435.22,-143.86
2024-02-08,498.32,0.0,2.03,117.71,0.0,3.3,0.0,3.8,16.66,-23.58,8303.49,-2775.12,5528.37,-21.88
2024-02-09,501.2,0.01,2.04,119.62,0.02,3.35,0.02,3.87,16.66,-23.58,8351.48,-2820.15,5531.33,-108.98
2024-02-12,500.98,-0.0,2.04,119.42,-0.0,3.35,-0.0,3.87,16.66,-23.58,8347.81,-2815.44,5532.38,-98.5
2024-02-13,494.08,-0.01,2.01,114.51,-0.04,3.21,-0.04,3.71,16.66,-23.58,8232.84,-2699.68,5533.16,133.8
2024-02-14,498.57,0.01,2.03,117.56,0.03,3.29,0.03,3.81,16.66,-23.58,8307.66,-2771.59,5536.07,-7.11
2024-02-15,502.01,0.01,2.04,119.82,0.02,3.36,0.02,3.89,16.66,-23.58,8364.98,-2824.87,5540.11,-109.63
2024-02-16,499.51,-0.0,2.03,117.97,-0.02,3.31,-0.01,3.83,16.66,-23.58,8323.32,-2781.25,5542.07,-20.44
2024-02-20,496.76,-0.01,2.02,115.95,-0.02,3.25,-0.02,3.76,16.66,-23.58,8277.5,-2733.63,5543.87,76.61
2024-02-21,497.21,0.0,2.02,116.25,0.0,3.26,0.0,3.77,16.66,-23.58,8284.99,-2740.7,5544.29,62.89
2024-02-22,507.5,0.02,2.07,123.4,0.06,3.46,0.06,4.01,16.93,-23.31,8592.13,-2876.28,5715.85,-36.71
2024-02-23,507.85,0.0,2.07,123.53,0.0,3.46,0.0,4.02,16.93,-23.31,8598.06,-2879.31,5718.75,-39.87
2024-02-26,505.99,-0.0,2.06,122.23,-0.01,3.43,-0.01,3.97,16.93,-23.31,8566.57,-2849.01,5717.56,19.54
2024-02-27,506.93,0.0,2.06,122.81,0.0,3.44,0.01,3.99,16.93,-23.31,8582.48,-2862.53,5719.96,-5.1
2024-02-28,506.26,-0.0,2.06,122.25,-0.0,3.43,-0.0,3.98,16.93,-23.31,8571.14,-2849.48,5721.67,22.71
2024-02-29,508.08,0.0,2.07,123.43,0.01,3.46,0.01,4.02,16.93,-23.31,8601.95,-2876.98,5724.97,-28.98
2024-03-01,512.85,0.01,2.09,127.04,0.03,3.56,0.03,4.14,17.13,-23.11,8783.04,-2936.27,5846.77,-25.77
2024-03-04,512.3,-0.0,2.09,126.49,-0.0,3.55,-0.0,4.12,17.13,-23.11,8773.62,-2923.56,5850.06,2.95
2024-03-05,507.18,-0.01,2.06,122.7,-0.03,3.44,-0.03,4.0,16.88,-23.35,8563.27,-2865.64,5697.63,-33.64
2024-03-06,509.75,0.01,2.08,124.54,0.01,3.49,0.02,4.06,16.88,-23.35,8606.66,-2908.61,5698.05,-119.16
2024-03-07,514.81,0.01,2.1,128.15,0.03,3.59,0.03,4.18,17.16,-23.08,8835.43,-2957.24,5878.19,-36.29
2024-03-08,511.72,-0.01,2.08,125.73,-0.02,3.52,-0.02,4.1,17.16,-23.08,8782.4,-2901.4,5881.0,78.21
2024-03-11,511.28,-0.0,2.08,125.37,-0.0,3.51,-0.0,4.09,17.16,-23.08,8774.84,-2893.09,5881.76,95.58
2024-03-12,516.78,0.01,2.1,129.39,0.03,3.63,0.03,4.23,17.16,-23.08,8869.24,-2985.86,5883.38,-88.33
2024-03-13,515.97,-0.0,2.1,128.71,-0.01,3.61,-0.0,4.21,17.16,-23.08,8855.34,-2970.16,5885.17,-55.16
2024-03-14,514.95,-0.0,2.1,127.8,-0.01,3.58,-0.01,4.18,17.16,-23.08,8837.83,-2949.16,5888.67,-9.66
2024-03-15,509.83,-0.01,2.08,125.03,-0.02,3.5,-0.03,4.06,17.16,-23.08,8749.96,-2885.24,5864.72,94.23
2024-03-18,512.86,0.01,2.09,127.29,0.02,3.57,0.02,4.13,17.16,-23.08,8801.96,-2937.4,5864.57,-10.22
2024-03-19,515.71,0.01,2.1,129.07,0.01,3.62,0.02,4.2,17.16,-23.08,8850.87,-2978.47,5872.4,-84.54
2024-03-20,520.48,0.01,2.12,132.45,0.03,3.71,0.03,4.31,17.39,-22.85,9051.07,-3026.36,6024.72,-27.99
2024-03-21,522.2,0.0,2.13,133.69,0.01,3.75,0.01,4.36,17.39,-22.85,9080.98,-3054.69,6026.3,-83.08
2024-03-22,521.21,-0.0,2.12,132.94,-0.01,3.73,-0.01,4.33,17.39,-22.85,9063.77,-3037.55,6026.22,-48.89
2024-03-25,519.77,-0.0,2.12,131.88,-0.01,3.7,-0.01,4.3,17.39,-22.85,9038.73,-3013.33,6025.4,-1.27
2024-03-26,518.81,-0.0,2.11,130.81,-0.01,3.67,-0.01,4.27,17.39,-22.85,9022.03,-2988.88,6033.15,55.38
2024-03-27,523.17,0.01,2.13,134.08,0.02,3.76,0.03,4.38,17.39,-22.85,9097.85,-3063.6,6034.25,-92.95
2024-03-28,523.07,-0.0,2.13,134.03,-0.0,3.76,-0.0,4.38,17.39,-22.85,9096.11,-3062.46,6033.66,-91.26
2024-04-01,522.16,-0.0,2.13,133.35,-0.01,3.74,-0.01,4.36,17.39,-22.85,9080.29,-3046.92,6033.37,-60.47
2024-04-02,518.84,-0.01,2.11,130.68,-0.02,3.66,-0.02,4.27,17.39,-22.85,9022.56,-2985.91,6036.64,64.82
2024-04-03,519.41,0.0,2.11,131.05,0.0,3.67,0.0,4.29,17.39,-22.85,9032.47,-2994.37,6038.1,49.36
2024-04-04,513.07,-0.01,2.09,126.18,-0.04,3.54,-0.04,4.13,17.03,-23.21,8737.25,-2928.58,5808.66,-48.5
2024-04-05,518.43,0.01,2.11,129.93,0.03,3.64,0.03,4.26,17.24,-23.0,8937.69,-2988.26,5949.43,-27.09
2024-04-08,518.72,0.0,2.11,130.07,0.0,3.65,0.0,4.27,17.24,-23.0,8942.69,-2991.48,5951.21,-31.75
2024-04-09,519.32,0.0,2.11,130.52,0.0,3.66,0.0,4.28,17.24,-23.0,8953.03,-3001.83,5951.2,-52.45
2024-04-10,514.12,-0.01,2.09,126.61,-0.03,3.55,-0.03,4.15,17.24,-23.0,8863.38,-2911.9,5951.48,127.68
2024-04-11,518.0,0.01,2.11,129.4,0.02,3.63,0.02,4.25,17.24,-23.0,8930.28,-2976.07,5954.21,2.07
2024-04-12,510.85,-0.01,2.08,123.84,-0.04,3.47,-0.04,4.07,16.89,-23.35,8626.59,-2891.93,5734.66,-49.21
2024-04-15,504.45,-0.01,2.05,119.26,-0.04,3.34,-0.04,3.92,16.66,-23.58,8403.2,-2812.24,5590.96,-33.53
2024-04-16,503.53,-0.0,2.05,118.52,-0.01,3.32,-0.01,3.9,16.66,-23.58,8387.87,-2794.79,5593.08,3.5
2024-04-17,500.55,-0.01,2.04,116.35,-0.02,3.26,-0.02,3.83,16.66,-23.58,8338.23,-2743.62,5594.61,107.36
2024-04-18,499.52,-0.0,2.03,115.53,-0.01,3.24,-0.01,3.8,16.66,-23.58,8321.07,-2724.29,5596.79,148.22
2024-04-19,495.16,-0.01,2.02,112.55,-0.03,3.15,-0.03,3.7,16.23,-24.0,8038.44,-2701.75,5336.7,-66.8
2024-04-22,499.72,0.01,2.03,115.45,0.03,3.24,0.03,3.81,16.44,-23.8,8213.28,-2748.07,5465.21,-30.94
2024-04-23,505.65,0.01,2.06,119.51,0.04,3.35,0.04,3.94,16.66,-23.58,8422.44,-2818.31,5604.13,-32.5
2024-04-24,505.41,-0.0,2.06,119.35,-0.0,3.35,-0.0,3.94,16.66,-23.58,8418.44,-2814.54,5603.9,-25.18
2024-04-25,503.49,-0.0,2.05,117.84,-0.01,3.3,-0.01,3.89,16.66,-23.58,8386.46,-2778.93,5607.53,49.67
2024-04-26,508.26,0.01,2.07,121.14,0.03,3.4,0.03,4.0,16.66,-23.58,8465.92,-2856.75,5609.16,-104.34
2024-04-29,510.06,0.0,2.08,122.36,0.01,3.43,0.01,4.04,16.81,-23.42,8576.23,-2866.25,5709.98,-22.52
